PaperID,PaperDiscipline,StudentLevel,StudentGender,SpeakerStatus,PaperType,CharacterTypes,CitationAuthority,CitationControversy,CitationHedged,CitationNeutral,ConfidenceHedged,ConfidenceHigh,ConfidenceLow,ExpertVocabulary,InformationComparison,InformationQuantities,MethodsResultsDiscussion,PurposePlan,ReaderDirectedMetadiscourse,ReaderDirectedMetadiscourseFP,Reasoning
PSY.G0.27.1,Psychology,Final Year Undergraduate,F,NS,ResearchPaper,6.831,0.420,0.000,0.053,0.105,0.473,0.210,0.000,6.306,1.734,0.946,0.315,0.631,1.261,0.105,2.260
PSY.G0.28.1,Psychology,Final Year Undergraduate,F,NS,ResearchPaper,1.545,0.160,0.107,0.053,0.240,0.746,0.426,0.000,4.075,1.198,0.373,0.266,0.293,2.051,0.027,1.944
PSY.G0.29.1,Psychology,Final Year Undergraduate,M,NS,ResearchPaper,3.098,0.041,0.102,0.000,0.163,0.856,0.530,0.000,4.443,1.223,0.509,0.122,0.509,1.467,0.082,1.691
PSY.G0.30.1,Psychology,Final Year Undergraduate,F,NNS,ResearchPaper,2.671,0.168,0.000,0.021,0.210,0.799,0.358,0.000,5.827,1.052,2.798,0.526,1.557,1.872,0.000,1.536
PSY.G0.31.1,Psychology,Final Year Undergraduate,F,NS,Report,8.424,0.103,0.052,0.000,0.103,0.620,0.775,0.000,3.824,1.550,0.258,0.103,0.362,1.705,0.052,1.137
PSY.G0.32.1,Psychology,Final Year Undergraduate,F,NS,Report,5.062,0.342,0.000,0.000,0.137,1.436,0.684,0.000,4.993,1.710,0.410,0.137,0.479,2.052,0.000,2.257
PSY.G0.32.2,Psychology,Final Year Undergraduate,F,NS,ResearchPaper,1.964,0.039,0.079,0.079,0.118,1.257,0.864,0.000,5.499,0.550,0.628,0.196,0.471,2.435,0.000,1.571
PSY.G0.33.1,Psychology,Final Year Undergraduate,F,NS,ResponsePaper,2.528,0.000,0.000,0.000,0.126,1.643,0.632,0.000,5.563,2.149,0.759,0.632,0.759,2.908,0.253,1.391
PSY.G0.34.1,Psychology,Final Year Undergraduate,F,NNS,Critique,2.106,0.136,0.000,0.000,0.543,0.340,1.359,0.000,6.250,0.815,0.272,0.815,0.611,1.766,0.000,2.106
PSY.G0.34.2,Psychology,Final Year Undergraduate,F,NNS,Essay,1.968,0.372,0.000,0.053,0.372,0.798,0.319,0.000,4.468,0.585,0.638,0.053,0.160,2.074,0.000,1.596
PSY.G0.35.1,Psychology,Final Year Undergraduate,F,NS,Report,2.619,0.090,0.090,0.000,0.090,0.677,0.632,0.000,5.327,0.813,0.632,0.000,0.090,1.896,0.000,1.354
PSY.G0.36.1,Psychology,Final Year Undergraduate,F,NNS,Report,2.669,0.054,0.054,0.000,0.218,0.218,0.000,0.054,7.898,0.599,1.089,0.109,0.545,1.852,0.000,2.397
PSY.G0.37.1,Psychology,Final Year Undergraduate,F,NS,Essay,3.085,0.027,0.027,0.027,0.081,0.704,0.568,0.000,8.498,0.893,0.406,0.027,0.622,2.273,0.000,1.028
PSY.G0.38.1,Psychology,Final Year Undergraduate,F,NS,Report,3.676,0.525,0.000,0.088,0.321,0.875,0.263,0.146,8.051,1.225,0.642,0.438,1.254,1.634,0.000,2.100
PSY.G0.38.2,Psychology,Final Year Undergraduate,F,NS,Critique,4.308,0.428,0.061,0.092,0.122,0.764,0.275,0.000,8.188,1.130,0.367,0.122,1.497,1.405,0.000,1.742
PSY.G0.39.1,Psychology,Final Year Undergraduate,F,NS,ResearchPaper,5.746,0.216,0.000,0.000,0.185,0.772,0.432,0.000,8.310,3.244,3.213,0.432,0.741,2.008,0.093,1.730
PSY.G0.40.1,Psychology,Final Year Undergraduate,F,NS,Report,3.947,0.359,0.040,0.000,0.239,0.598,0.120,0.120,8.373,1.675,0.439,0.478,0.837,2.273,0.040,2.352
PSY.G0.40.2,Psychology,Final Year Undergraduate,F,NS,Report,4.931,0.360,0.000,0.051,0.205,0.565,0.411,0.000,5.393,0.668,0.308,0.308,0.308,1.695,0.000,1.541
PSY.G0.41.1,Psychology,Final Year Undergraduate,F,NS,Report,6.174,0.076,0.000,0.000,0.152,0.720,0.341,0.000,6.439,1.439,1.061,0.682,0.606,2.614,0.000,1.970
PSY.G0.42.1,Psychology,Final Year Undergraduate,F,NS,Report,6.802,0.070,0.070,0.000,0.281,0.982,0.491,0.000,4.698,0.421,0.842,0.000,0.140,1.403,0.000,1.122
PSY.G0.42.2,Psychology,Final Year Undergraduate,F,NS,Report,3.012,0.000,0.000,0.000,0.086,0.258,0.775,0.086,3.356,1.205,0.344,0.086,0.258,1.377,0.000,1.205
PSY.G0.43.1,Psychology,Final Year Undergraduate,F,NS,Proposal,4.681,0.221,0.000,0.000,0.000,0.442,0.811,0.000,5.418,0.774,1.180,0.332,0.811,1.917,0.111,2.949
PSY.G1.01.1,Psychology,First Year Graduate,M,NS,Report,1.243,0.034,0.034,0.000,0.403,1.109,0.504,0.000,10.954,1.042,0.504,0.168,0.235,1.915,0.000,1.781
PSY.G1.02.1,Psychology,First Year Graduate,F,NNS,Report,2.905,0.295,0.000,0.000,0.246,0.886,0.837,0.000,4.333,1.034,0.837,0.345,0.935,1.231,0.098,1.231
PSY.G1.03.1,Psychology,First Year Graduate,F,NS,Report,2.150,0.349,0.092,0.037,0.074,0.625,0.386,0.000,8.453,2.462,0.386,0.294,0.662,2.058,0.110,1.286
PSY.G1.04.1,Psychology,First Year Graduate,M,NS,Report,1.570,0.320,0.192,0.000,0.256,2.243,0.833,0.000,8.042,1.442,0.192,0.000,0.961,2.179,0.032,2.403
PSY.G1.05.1,Psychology,First Year Graduate,F,NS,Report,1.634,0.160,0.000,0.064,0.096,1.506,0.224,0.000,3.973,2.115,0.384,0.384,0.801,1.794,0.032,1.506
PSY.G1.06.1,Psychology,First Year Graduate,F,NS,Proposal,4.475,0.142,0.024,0.095,0.000,1.255,0.284,0.024,7.980,1.516,0.332,0.403,1.042,1.942,0.000,1.587
PSY.G1.07.1,Psychology,First Year Graduate,F,NS,Report,0.891,0.374,0.086,0.029,0.230,1.178,0.431,0.000,4.540,1.092,0.345,0.201,0.920,2.299,0.029,1.667
PSY.G1.08.1,Psychology,First Year Graduate,F,NS,Critique,3.240,0.302,0.043,0.130,0.346,0.691,0.346,0.000,6.911,1.123,0.216,0.389,0.864,1.728,0.086,3.974
PSY.G1.09.1,Psychology,First Year Graduate,F,NS,Report,2.704,0.030,0.000,0.030,0.030,1.159,0.386,0.000,8.734,1.218,0.297,0.327,0.564,2.763,0.000,2.288
PSY.G1.10.1,Psychology,First Year Graduate,F,NS,Critique,1.908,0.112,0.045,0.022,0.269,0.696,0.471,0.000,10.615,1.212,0.292,0.112,0.561,2.715,0.224,1.840
PSY.G1.11.1,Psychology,First Year Graduate,F,NNS,Report,8.057,0.192,0.144,0.096,0.024,1.034,0.120,0.024,4.377,1.828,0.433,0.096,0.794,1.154,0.000,1.491
PSY.G1.11.3,Psychology,First Year Graduate,F,NNS,Proposal,6.396,0.075,0.376,0.000,0.000,1.129,0.075,0.000,5.568,1.204,0.903,0.150,0.978,1.279,0.150,1.580
PSY.G1.11.4,Psychology,First Year Graduate,F,NNS,Essay,3.434,0.235,0.423,0.047,0.000,1.364,0.847,0.000,5.127,1.552,0.000,0.141,1.176,2.164,0.188,1.223
PSY.G1.11.5,Psychology,First Year Graduate,F,NNS,Critique,6.667,0.136,0.068,0.000,0.374,1.939,0.374,0.000,7.415,2.347,0.204,0.578,1.224,2.211,0.170,2.109
PSY.G1.12.1,Psychology,First Year Graduate,F,NS,Report,2.227,0.104,0.130,0.207,0.233,1.036,0.259,0.000,5.517,1.321,0.570,0.337,0.803,2.227,0.026,1.554
PSY.G1.13.1,Psychology,First Year Graduate,F,NS,Report,3.430,0.278,0.011,0.000,0.043,1.293,0.288,0.000,3.718,1.902,0.203,0.288,0.545,1.816,0.000,1.239
PSY.G2.01.1,Psychology,Second Year Graduate,F,NS,ResearchPaper,2.391,0.103,0.021,0.000,0.021,0.927,0.598,0.062,6.142,1.113,1.113,0.453,1.092,1.999,0.062,2.411
PSY.G2.02.1,Psychology,Second Year Graduate,F,NS,Report,4.102,0.222,0.249,0.055,0.333,0.804,0.388,0.000,6.375,1.303,0.471,0.028,0.471,2.633,0.000,1.940
PSY.G2.02.2,Psychology,Second Year Graduate,F,NS,Report,2.605,0.386,0.096,0.096,0.064,1.029,0.354,0.000,10.839,1.351,0.386,0.289,0.547,2.123,0.000,2.091
PSY.G2.02.3,Psychology,Second Year Graduate,F,NS,Report,3.138,0.268,0.134,0.080,0.295,0.992,0.483,0.027,9.067,1.905,1.180,0.161,1.073,1.744,0.000,1.824
PSY.G2.03.1,Psychology,Second Year Graduate,F,NS,Essay,1.953,0.268,0.134,0.000,0.107,0.722,0.428,0.000,8.454,1.284,0.187,0.134,0.428,1.739,0.107,1.792
PSY.G2.04.1,Psychology,Second Year Graduate,F,NS,Report,1.654,0.199,0.279,0.020,0.060,1.196,0.797,0.000,9.585,1.196,0.897,0.100,0.678,2.152,0.100,1.794
PSY.G2.05.1,Psychology,Second Year Graduate,F,NS,Critique,2.296,0.074,0.111,0.000,0.185,1.185,0.852,0.000,7.111,0.704,0.333,0.185,0.333,2.444,0.074,1.259
PSY.G2.06.1,Psychology,Second Year Graduate,F,NS,Report,0.693,0.099,0.000,0.000,0.000,0.693,0.198,0.000,12.772,0.891,0.099,0.297,0.693,1.683,0.000,1.287
PSY.G2.06.2,Psychology,Second Year Graduate,F,NS,Report,2.251,0.225,0.150,0.000,0.525,0.750,0.000,0.000,8.477,1.650,0.675,0.375,0.225,1.650,0.000,1.650
PSY.G2.07.1,Psychology,Second Year Graduate,M,NS,Report,0.215,0.000,0.194,0.022,0.237,1.314,0.452,0.000,9.692,0.862,0.151,0.172,1.335,1.701,0.022,1.701
PSY.G2.08.1,Psychology,Second Year Graduate,M,NS,Essay,1.961,0.208,0.069,0.046,0.069,0.761,0.300,0.023,4.821,1.200,0.461,0.461,0.392,1.384,0.138,2.607
PSY.G2.09.1,Psychology,Second Year Graduate,M,NS,Report,1.547,0.116,0.126,0.021,0.200,1.063,0.463,0.032,5.957,1.179,0.168,0.053,0.663,2.663,0.105,1.852
PSY.G2.10.1,Psychology,Second Year Graduate,F,NNS,Essay,1.065,0.304,0.000,0.000,0.254,1.521,0.203,0.000,5.527,1.318,0.254,0.203,0.507,2.383,0.051,1.369
PSY.G2.10.2,Psychology,Second Year Graduate,F,NNS,Essay,3.931,0.039,0.077,0.000,0.385,1.272,0.424,0.039,5.896,1.040,0.231,0.000,0.193,2.119,0.116,2.158
PSY.G2.10.3,Psychology,Second Year Graduate,F,NNS,Report,1.617,0.426,0.085,0.128,0.128,0.638,0.255,0.043,6.851,1.191,0.085,0.000,1.149,2.723,0.000,1.574
PSY.G2.10.4,Psychology,Second Year Graduate,F,NNS,Critique,2.242,0.000,0.035,0.000,0.245,1.331,0.455,0.000,9.737,1.296,0.070,0.210,0.560,2.487,0.455,1.541
PSY.G2.10.5,Psychology,Second Year Graduate,F,NNS,Critique,1.843,0.045,0.090,0.000,0.045,1.124,0.494,0.000,8.000,1.573,0.539,0.045,0.539,2.697,0.090,1.438
PSY.G2.11.1,Psychology,Second Year Graduate,F,NNS,Report,1.610,0.124,0.186,0.000,0.062,0.619,0.929,0.000,8.483,1.115,0.557,0.062,0.433,1.672,0.000,1.981
PSY.G2.11.2,Psychology,Second Year Graduate,F,NNS,Report,0.972,0.000,0.486,0.000,0.000,1.864,0.567,0.000,9.806,1.459,0.405,0.081,0.405,3.241,0.081,1.702
PSY.G2.12.1,Psychology,Second Year Graduate,F,NS,Report,3.317,0.240,0.000,0.096,0.096,0.769,0.433,0.000,6.683,1.587,1.154,0.337,0.481,2.115,0.000,1.683
PSY.G2.13.1,Psychology,Second Year Graduate,F,NS,ResearchPaper,1.126,0.036,0.145,0.182,0.036,0.545,0.763,0.000,2.977,1.816,2.760,1.344,0.399,2.324,0.000,2.651
PSY.G2.14.1,Psychology,Second Year Graduate,F,NS,Report,4.152,0.373,0.257,0.000,0.140,0.793,0.443,0.000,5.832,1.260,0.700,0.163,0.653,1.633,0.000,2.123
PSY.G2.15.1,Psychology,Second Year Graduate,F,NS,Report,1.984,0.518,0.135,0.090,0.068,1.105,0.541,0.023,8.161,1.826,0.789,0.113,0.564,1.871,0.068,1.488
PSY.G3.01.1,Psychology,Third Year Graduate,F,NS,Essay,2.640,0.089,0.067,0.000,0.067,0.843,0.688,0.000,3.239,0.910,0.222,0.044,0.200,1.842,0.000,1.775
PSY.G3.02.1,Psychology,Third Year Graduate,M,NS,Proposal,0.716,0.110,0.083,0.028,0.028,1.542,0.385,0.055,6.415,0.964,0.193,0.055,0.909,2.478,0.055,1.707
PSY.G3.03.1,Psychology,Third Year Graduate,F,NS,Essay,1.262,0.000,0.084,0.000,0.168,1.654,0.477,0.000,7.205,1.962,0.449,0.028,0.308,3.168,0.224,1.710
PSY.G3.03.2,Psychology,Third Year Graduate,F,NS,Report,1.797,0.087,0.261,0.058,0.116,1.536,0.493,0.087,6.839,1.304,0.522,0.116,0.406,2.637,0.145,1.912
PSY.G3.04.1,Psychology,Third Year Graduate,F,NS,Report,1.471,0.119,0.000,0.040,0.278,0.875,0.239,0.000,6.282,1.511,0.398,0.159,1.829,1.988,0.040,1.829
PSY.G3.05.1,Psychology,Third Year Graduate,F,NS,Report,2.320,0.258,0.129,0.081,0.177,0.934,1.047,0.274,8.972,1.949,0.306,0.097,1.224,2.497,0.097,2.320
PSY.G3.06.1,Psychology,Third Year Graduate,F,NS,ResearchPaper,3.448,0.147,0.059,0.000,0.059,0.560,0.295,0.029,10.197,0.796,1.179,0.531,1.090,2.004,0.088,1.650
PSY.G3.07.1,Psychology,Third Year Graduate,M,NS,Report,1.532,0.084,0.000,0.000,0.111,0.808,0.947,0.000,4.288,1.030,0.251,0.111,0.362,2.283,0.223,1.142
PSY.G3.08.1,Psychology,Third Year Graduate,F,NS,Essay,1.796,0.449,0.214,0.171,0.342,0.663,0.299,0.043,5.730,0.984,0.363,0.021,0.663,2.031,0.086,1.390
SOC.G0.01.1,Sociology,Final Year Undergraduate,F,NS,Essay,0.628,0.258,0.000,0.000,0.037,0.591,0.185,0.000,5.389,0.664,0.295,0.037,0.628,1.440,0.185,1.181
SOC.G0.02.1,Sociology,Final Year Undergraduate,F,NS,Critique,3.311,0.000,0.576,0.096,0.192,0.480,0.624,0.000,6.526,0.720,0.624,0.096,0.288,1.871,0.192,2.735
SOC.G0.02.2,Sociology,Final Year Undergraduate,F,NS,ResearchPaper,2.698,0.391,0.196,0.156,0.039,1.173,0.391,0.039,5.514,2.425,0.939,1.134,0.860,1.721,0.078,2.190
SOC.G0.03.1,Sociology,Final Year Undergraduate,F,NS,ResearchPaper,2.921,0.082,0.206,0.041,0.165,0.864,0.123,0.000,6.787,1.481,1.728,0.329,0.617,1.933,0.370,1.810
SOC.G0.03.2,Sociology,Final Year Undergraduate,F,NS,Critique,4.765,0.000,0.587,0.000,0.293,0.293,0.440,0.000,6.085,0.587,1.466,0.000,0.293,2.053,0.000,2.566
SOC.G0.03.3,Sociology,Final Year Undergraduate,F,NS,Essay,3.419,0.000,0.112,0.000,0.112,0.785,0.953,0.000,7.679,0.561,1.906,0.000,0.448,1.457,0.000,1.513
SOC.G0.03.4,Sociology,Final Year Undergraduate,F,NS,Report,3.440,0.091,0.453,0.000,0.385,0.430,0.249,0.000,5.544,0.905,0.430,0.023,0.498,2.082,0.272,1.607
SOC.G0.04.1,Sociology,Final Year Undergraduate,F,NS,Proposal,2.344,0.112,0.074,0.000,0.130,0.595,0.577,0.000,4.260,1.209,1.172,0.037,0.409,1.209,0.093,0.856
SOC.G0.05.1,Sociology,Final Year Undergraduate,F,NS,Essay,1.290,0.117,0.000,0.000,0.293,0.997,0.821,0.059,3.109,0.880,0.880,0.000,0.762,2.287,0.000,1.701
SOC.G0.05.2,Sociology,Final Year Undergraduate,F,NS,Essay,3.798,0.216,0.302,0.043,0.173,1.165,0.475,0.000,4.057,1.295,0.302,0.000,0.475,2.201,0.043,2.115
SOC.G0.06.1,Sociology,Final Year Undergraduate,M,NS,Report,2.385,0.183,0.000,0.000,0.000,0.917,0.367,0.000,9.908,2.936,0.734,0.183,0.917,2.018,0.000,1.835
SOC.G0.07.1,Sociology,Final Year Undergraduate,F,NS,Report,2.738,0.084,0.084,0.000,0.000,0.505,0.421,0.000,4.591,0.632,0.126,0.253,0.126,2.190,0.168,1.011
SOC.G0.08.1,Sociology,Final Year Undergraduate,F,NS,Report,0.825,0.103,0.026,0.000,0.000,0.309,0.232,0.000,5.464,0.541,1.031,0.026,0.593,1.469,0.000,1.418
SOC.G0.09.1,Sociology,Final Year Undergraduate,F,NS,Essay,1.830,0.193,0.096,0.000,0.096,0.771,0.193,0.000,6.069,1.060,0.578,0.193,0.289,2.505,0.096,1.927
SOC.G0.10.1,Sociology,Final Year Undergraduate,F,NS,Report,3.083,0.425,0.319,0.000,0.106,0.585,0.372,0.000,4.147,0.957,0.851,0.213,0.585,2.446,0.053,1.648
SOC.G0.11.1,Sociology,Final Year Undergraduate,F,NS,ResearchPaper,3.107,0.092,0.092,0.000,0.185,0.646,0.308,0.000,4.183,1.784,0.892,1.569,0.523,2.122,0.431,2.338
SOC.G0.11.2,Sociology,Final Year Undergraduate,F,NS,Essay,4.404,0.306,0.306,0.061,0.183,0.306,0.612,0.000,8.440,1.101,0.795,0.061,0.183,1.284,0.245,2.508
SOC.G0.11.3,Sociology,Final Year Undergraduate,F,NS,Report,1.689,0.000,0.000,0.000,0.068,0.540,0.777,0.000,4.525,1.250,0.236,0.101,0.709,1.655,0.236,1.486
SOC.G0.12.1,Sociology,Final Year Undergraduate,F,NS,CreativeWriting,3.039,0.078,0.104,0.000,0.078,0.519,0.338,0.000,4.779,1.013,0.701,0.182,0.961,1.403,0.260,0.987
SOC.G0.12.2,Sociology,Final Year Undergraduate,F,NS,Essay,6.901,0.125,0.125,0.000,0.000,0.878,1.129,0.000,5.144,2.133,0.376,0.125,0.627,1.757,0.251,1.004
SOC.G0.13.1,Sociology,Final Year Undergraduate,F,NS,Report,4.463,0.135,0.045,0.000,0.361,0.406,1.172,0.000,6.312,0.135,0.676,0.000,0.271,1.443,0.045,1.488
SOC.G0.13.2,Sociology,Final Year Undergraduate,F,NS,Report,2.770,0.087,0.115,0.000,0.173,0.692,0.606,0.000,4.962,0.894,0.548,0.029,0.346,1.933,0.058,1.500
SOC.G0.14.1,Sociology,Final Year Undergraduate,M,NS,Report,1.612,0.077,0.153,0.000,0.000,0.460,0.767,0.000,4.988,0.614,0.767,0.000,0.230,2.302,0.077,1.535
SOC.G1.01.1,Sociology,First Year Graduate,F,NS,Essay,2.128,0.083,0.221,0.028,0.276,0.608,0.553,0.000,7.905,1.078,0.691,0.055,0.525,2.322,0.193,1.824
SOC.G1.01.2,Sociology,First Year Graduate,F,NS,Essay,3.780,0.082,0.055,0.000,0.192,0.329,0.356,0.000,6.491,0.959,0.520,0.055,0.329,1.671,0.192,1.534
SOC.G1.02.1,Sociology,First Year Graduate,F,NNS,Report,1.167,0.000,0.063,0.032,0.189,0.284,0.379,0.000,7.508,0.694,0.189,0.000,0.252,1.451,0.032,1.230
SOC.G1.02.2,Sociology,First Year Graduate,F,NNS,Report,1.100,0.122,0.397,0.061,0.305,0.611,0.916,0.000,8.583,0.733,0.458,0.214,0.367,2.046,0.183,1.802
SOC.G1.03.1,Sociology,First Year Graduate,F,NS,Report,2.550,0.176,0.039,0.000,0.420,0.909,0.352,0.010,5.813,1.153,0.430,0.234,0.782,2.355,0.010,1.387
SOC.G1.04.1,Sociology,First Year Graduate,F,NS,Report,1.717,0.055,0.388,0.111,0.222,0.332,0.443,0.000,6.759,0.554,1.330,0.000,0.499,0.997,0.000,1.385
SOC.G1.05.1,Sociology,First Year Graduate,M,NS,Essay,1.917,0.043,0.000,0.000,0.128,1.193,0.554,0.000,5.537,1.065,0.767,0.128,0.170,1.789,0.085,1.618
SOC.G1.05.2,Sociology,First Year Graduate,M,NS,Report,1.504,0.047,0.141,0.000,0.000,0.705,0.564,0.047,5.454,1.175,0.658,0.000,0.376,1.598,0.000,1.410
SOC.G1.06.1,Sociology,First Year Graduate,F,NS,Essay,1.757,0.000,0.293,0.000,0.117,0.762,0.586,0.000,4.862,1.523,1.172,0.000,0.234,1.933,0.000,2.460
SOC.G1.06.3,Sociology,First Year Graduate,F,NS,Report,2.699,0.329,0.263,0.132,0.000,0.527,0.724,0.000,7.307,0.790,0.658,0.461,0.132,1.712,0.132,1.382
SOC.G1.07.1,Sociology,First Year Graduate,F,NS,Report,4.130,0.543,0.175,0.070,0.140,0.683,0.280,0.000,7.543,2.153,0.385,0.490,0.473,2.345,0.018,1.803
SOC.G1.08.1,Sociology,First Year Graduate,F,NS,ResponsePaper,2.308,0.513,0.000,0.000,0.256,1.282,0.513,0.256,4.359,0.513,0.256,0.000,0.256,1.795,0.000,2.821
SOC.G1.08.2,Sociology,First Year Graduate,F,NS,Proposal,2.607,0.000,0.267,0.000,0.067,0.401,0.535,0.000,6.751,2.273,1.270,0.802,0.468,2.807,0.201,2.072
SOC.G1.09.1,Sociology,First Year Graduate,F,NS,Proposal,3.842,0.104,0.069,0.000,0.035,0.277,0.415,0.035,8.307,0.900,0.381,0.312,0.554,2.042,0.312,1.385
SOC.G1.10.1,Sociology,First Year Graduate,F,NNS,Essay,1.089,0.033,0.066,0.000,0.132,0.363,0.462,0.000,6.403,0.957,0.198,0.000,0.330,1.848,0.099,1.551
SOC.G1.10.2,Sociology,First Year Graduate,F,NNS,Essay,1.329,0.121,0.081,0.000,0.121,0.564,0.403,0.000,6.763,0.644,0.845,0.000,0.161,2.254,0.000,1.329
SOC.G1.10.3,Sociology,First Year Graduate,F,NNS,Proposal,3.243,0.040,0.000,0.000,0.120,0.681,0.160,0.000,7.126,1.081,1.841,0.520,0.400,1.521,0.240,1.801
SOC.G1.10.4,Sociology,First Year Graduate,F,NNS,Proposal,1.224,0.000,0.037,0.000,0.037,0.630,0.000,0.000,6.452,1.335,1.743,0.260,0.297,1.706,0.074,1.594
SOC.G1.10.5,Sociology,First Year Graduate,F,NNS,ResearchPaper,2.025,0.000,0.000,0.000,0.000,1.191,0.179,0.060,5.718,2.025,3.514,1.727,0.715,2.144,0.000,2.799
SOC.G1.10.6,Sociology,First Year Graduate,F,NNS,Essay,1.032,0.074,0.074,0.000,0.074,0.442,0.295,0.000,7.369,0.884,0.000,0.000,0.221,1.548,0.074,1.253
SOC.G1.10.7,Sociology,First Year Graduate,F,NNS,Essay,1.315,0.053,0.053,0.000,0.000,0.105,0.684,0.000,7.785,0.736,0.368,0.053,0.579,2.472,0.000,1.368
SOC.G1.11.1,Sociology,First Year Graduate,F,NS,Report,1.512,0.046,0.779,0.000,0.229,0.275,0.871,0.000,6.187,0.687,1.100,0.000,0.275,1.742,0.000,1.879
SOC.G1.11.2,Sociology,First Year Graduate,F,NS,Report,1.063,0.114,0.721,0.000,0.266,0.493,0.569,0.000,10.323,0.721,0.645,0.000,0.266,1.898,0.000,1.290
SOC.G2.01.1,Sociology,Second Year Graduate,F,NS,Report,5.449,0.150,0.000,0.000,0.000,1.090,0.451,0.000,6.313,1.390,0.338,0.263,0.451,1.954,0.000,2.706
SOC.G2.02.1,Sociology,Second Year Graduate,M,NS,Report,0.812,0.058,0.116,0.000,0.116,0.986,0.812,0.000,6.377,1.101,0.638,0.000,0.406,2.087,0.232,1.971
SOC.G2.02.2,Sociology,Second Year Graduate,M,NS,Essay,0.367,0.000,0.428,0.000,0.061,0.550,0.489,0.000,7.156,0.673,0.428,0.000,0.245,2.263,0.122,2.141
SOC.G2.03.1,Sociology,Second Year Graduate,F,NS,Report,2.364,0.034,0.069,0.000,0.343,0.651,0.617,0.000,6.098,1.233,0.891,0.069,0.445,1.747,0.000,1.610
SOC.G2.03.2,Sociology,Second Year Graduate,F,NS,Essay,3.300,0.261,0.229,0.000,0.425,0.588,0.555,0.000,4.476,1.209,0.621,0.033,0.621,1.241,0.000,1.960
SOC.G2.03.3,Sociology,Second Year Graduate,F,NS,Report,2.235,0.071,0.071,0.000,0.284,1.206,0.532,0.000,5.108,1.029,0.745,0.106,0.497,2.022,0.177,1.809
SOC.G2.04.1,Sociology,Second Year Graduate,F,NS,Proposal,1.832,0.397,0.138,0.000,0.104,0.397,0.052,0.052,4.908,0.588,0.726,0.242,1.054,1.348,0.035,1.020
SOC.G2.05.1,Sociology,Second Year Graduate,F,NS,Report,3.096,0.375,0.657,0.094,0.188,0.750,0.094,0.000,9.099,1.595,0.563,0.000,0.657,1.501,0.188,1.876
SOC.G3.01.1,Sociology,Third Year Graduate,F,NNS,Report,3.413,0.047,0.569,0.000,0.237,0.687,0.356,0.000,6.968,0.782,0.806,0.000,0.403,2.655,0.261,1.256
SOC.G3.01.2,Sociology,Third Year Graduate,F,NNS,Essay,1.720,0.172,0.229,0.000,0.172,0.057,0.401,0.000,11.181,0.975,0.573,0.000,0.573,2.638,0.172,1.261
SOC.G3.01.3,Sociology,Third Year Graduate,F,NNS,Essay,2.783,0.242,0.968,0.000,0.423,0.423,0.544,0.000,6.231,0.968,0.847,0.000,0.181,3.085,0.181,1.270
SOC.G3.02.1,Sociology,Third Year Graduate,F,NNS,Critique,2.385,0.033,0.425,0.000,0.490,0.457,0.457,0.000,4.966,1.437,1.274,0.033,0.490,2.320,0.131,1.927
SOC.G3.03.1,Sociology,Third Year Graduate,M,NNS,Essay,1.668,0.128,0.417,0.000,0.225,0.481,0.481,0.000,6.384,0.995,0.642,0.000,0.257,1.925,0.192,1.893
SOC.G3.04.1,Sociology,Third Year Graduate,F,NNS,ResearchPaper,2.013,0.088,0.066,0.022,0.088,0.547,0.153,0.000,9.015,1.554,0.963,1.072,0.700,1.729,0.109,2.254
SOC.G3.05.1,Sociology,Third Year Graduate,F,NS,Report,3.545,0.100,0.529,0.000,0.043,0.715,0.843,0.014,6.732,0.915,0.129,0.000,0.372,1.401,0.100,1.658
SOC.G3.05.2,Sociology,Third Year Graduate,F,NS,ResearchPaper,3.414,0.152,0.152,0.030,0.102,0.732,0.366,0.020,4.145,0.996,0.650,0.498,0.427,1.859,0.071,1.118
SOC.G3.06.1,Sociology,Third Year Graduate,M,NNS,Essay,0.803,0.000,0.067,0.000,0.268,1.004,0.736,0.067,4.953,0.535,0.268,0.000,0.268,1.539,0.000,2.209
SOC.G3.06.2,Sociology,Third Year Graduate,M,NNS,Report,2.200,0.129,0.431,0.086,0.475,0.302,0.820,0.086,5.910,0.604,0.345,0.000,0.388,1.984,0.129,2.588
SOC.G3.07.1,Sociology,Third Year Graduate,F,NS,ResearchPaper,2.284,0.109,0.036,0.000,0.054,0.725,0.163,0.036,7.088,1.904,1.759,0.743,0.489,1.759,0.073,1.777
SOC.G3.08.1,Sociology,Third Year Graduate,F,NNS,ResearchPaper,7.211,0.064,0.256,0.021,0.213,0.299,0.576,0.000,6.529,1.387,0.192,0.064,0.384,2.262,0.064,1.557
SOC.G3.09.1,Sociology,Third Year Graduate,M,NS,Essay,1.884,0.000,0.202,0.000,0.000,1.144,0.740,0.067,5.384,1.615,0.336,0.000,0.336,3.230,0.202,1.480
SOC.G3.09.2,Sociology,Third Year Graduate,M,NS,Essay,1.070,0.089,0.000,0.000,0.089,1.070,0.981,0.000,6.244,0.535,0.089,0.089,1.427,2.855,0.000,1.963
SOC.G3.10.1,Sociology,Third Year Graduate,F,NNS,Report,2.758,0.247,0.329,0.041,0.165,0.535,0.576,0.000,5.599,0.494,1.153,0.041,0.247,1.770,0.124,1.606
